20	15
500	2	11	(18,19,20)	0	(20,22,24)	13	(36,36,36)	6	(17,18,19)	5	(21,22,23)	3	(15,17,19)	14	(35,35,35)	10	(31,34,37)	7	(23,23,23)	8	(17,19,21)	2	(26,29,32)	1	(20,22,24)	12	(17,17,17)	4	(32,33,34)	9	(36,39,42)
399	2	6	(30,32,34)	3	(21,22,23)	12	(24,24,24)	5	(13,13,13)	4	(13,13,13)	1	(11,11,11)	0	(11,11,11)	13	(23,25,27)	8	(13,13,13)	2	(14,15,16)	10	(31,33,35)	11	(17,17,17)	14	(16,16,16)	9	(36,38,40)	7	(23,24,25)
448	2	14	(16,16,16)	13	(15,16,17)	1	(36,37,38)	8	(22,25,28)	2	(25,26,27)	3	(11,11,11)	9	(30,34,38)	4	(13,14,15)	0	(18,20,22)	6	(35,36,37)	12	(11,12,13)	5	(28,29,30)	10	(23,25,27)	7	(31,32,33)	11	(11,12,13)
573	2	8	(20,20,20)	10	(23,24,25)	11	(27,27,27)	9	(36,38,40)	5	(30,34,38)	12	(39,39,39)	7	(32,33,34)	4	(32,37,42)	2	(30,31,32)	13	(15,15,15)	14	(33,34,35)	3	(30,33,36)	6	(25,26,27)	1	(36,36,36)	0	(14,14,14)
474	2	8	(30,31,32)	0	(17,17,17)	9	(12,13,14)	1	(21,21,21)	10	(16,17,18)	7	(19,19,19)	13	(13,14,15)	3	(39,40,41)	5	(31,32,33)	11	(25,25,25)	2	(33,34,35)	14	(22,23,24)	6	(13,13,13)	12	(39,40,41)	4	(26,26,26)
520	2	8	(36,38,40)	12	(17,17,17)	3	(13,14,15)	13	(16,17,18)	4	(11,12,13)	1	(31,35,39)	6	(34,35,36)	0	(19,19,19)	10	(35,36,37)	7	(19,19,19)	9	(27,29,31)	2	(30,31,32)	5	(23,26,29)	11	(31,35,39)	14	(35,37,39)
549	1	14	(20,20,20)	3	(16,16,16)	0	(31,33,35)	10	(14,14,14)	5	(27,27,27)	7	(28,31,34)	8	(15,16,17)	6	(31,31,31)	12	(25,28,31)	9	(32,37,42)	4	(37,37,37)	2	(28,29,30)	11	(33,38,43)	1	(26,30,34)	13	(35,36,37)
401	1	11	(16,18,20)	3	(33,37,41)	14	(16,16,16)	6	(15,15,15)	8	(13,14,15)	12	(11,11,11)	13	(29,32,35)	5	(12,12,12)	1	(10,11,12)	10	(29,29,29)	7	(18,19,20)	4	(11,12,13)	9	(16,18,20)	2	(23,26,29)	0	(36,39,42)
501	1	11	(10,11,12)	2	(11,11,11)	12	(21,22,23)	9	(31,35,39)	14	(20,20,20)	7	(29,31,33)	4	(19,19,19)	3	(34,39,44)	5	(28,28,28)	6	(31,33,35)	10	(33,34,35)	1	(35,38,41)	0	(18,20,22)	13	(16,17,18)	8	(28,28,28)
478	1	2	(12,12,12)	12	(25,25,25)	5	(23,23,23)	8	(20,21,22)	6	(25,27,29)	9	(28,30,32)	14	(20,23,26)	11	(34,39,44)	3	(24,26,28)	13	(33,34,35)	7	(15,17,19)	1	(24,24,24)	4	(12,12,12)	0	(19,19,19)	10	(36,36,36)
