30	20
2	(71,79,87)	15	(19,20,21)	4	(71,74,77)	16	(39,43,47)	7	(76,88,100)	8	(88,99,110)	1	(40,46,52)	6	(74,75,76)	18	(60,67,74)	19	(78,81,84)	10	(94,94,94)	14	(6,6,6)	5	(55,60,65)	3	(93,93,93)	17	(88,88,88)	13	(38,39,40)	0	(28,32,36)	11	(86,88,90)	12	(69,80,91)	9	(27,30,33)
13	(67,74,81)	11	(51,53,55)	5	(30,31,32)	9	(1,1,1)	17	(19,19,19)	6	(18,18,18)	7	(33,38,43)	16	(75,79,83)	0	(45,46,47)	8	(72,74,76)	15	(73,82,91)	10	(79,84,89)	18	(24,27,30)	1	(44,46,48)	2	(11,11,11)	19	(34,37,40)	4	(85,97,109)	3	(84,88,92)	14	(23,25,27)	12	(44,51,58)
16	(55,59,63)	7	(53,59,65)	13	(54,55,56)	12	(20,20,20)	2	(90,92,94)	19	(1,1,1)	10	(31,31,31)	14	(59,61,63)	15	(81,87,93)	17	(9,10,11)	5	(36,40,44)	1	(35,35,35)	4	(15,15,15)	11	(80,86,92)	0	(18,20,22)	18	(43,43,43)	3	(37,39,41)	9	(9,9,9)	6	(34,38,42)	8	(28,28,28)
2	(26,26,26)	0	(2,2,2)	19	(81,81,81)	8	(61,64,67)	18	(9,9,9)	10	(43,47,51)	17	(26,28,30)	3	(71,78,85)	13	(56,64,72)	6	(68,77,86)	14	(15,16,17)	16	(63,69,75)	12	(49,50,51)	7	(70,81,92)	4	(29,31,33)	1	(86,87,88)	11	(37,42,47)	15	(23,23,23)	5	(46,46,46)	9	(40,45,50)
5	(55,61,67)	1	(7,7,7)	14	(74,75,76)	9	(71,72,73)	8	(72,83,94)	3	(8,8,8)	11	(59,63,67)	10	(24,27,30)	0	(76,81,86)	7	(75,76,77)	13	(56,57,58)	12	(7,7,7)	2	(77,88,99)	16	(58,62,66)	19	(5,5,5)	17	(32,32,32)	4	(22,25,28)	15	(51,53,55)	18	(39,43,47)	6	(72,75,78)
17	(12,12,12)	16	(48,48,48)	4	(67,71,75)	0	(47,54,61)	15	(49,49,49)	5	(43,47,51)	3	(37,37,37)	14	(69,72,75)	12	(34,39,44)	2	(69,77,85)	10	(94,94,94)	18	(76,82,88)	8	(46,49,52)	6	(42,42,42)	1	(77,87,97)	19	(2,2,2)	11	(10,10,10)	13	(51,58,65)	9	(72,81,90)	7	(39,41,43)
10	(78,84,90)	4	(35,36,37)	3	(95,98,101)	1	(10,10,10)	17	(20,22,24)	0	(52,53,54)	5	(50,51,52)	8	(83,95,107)	7	(54,62,70)	12	(82,82,82)	19	(44,48,52)	13	(10,10,10)	15	(28,29,30)	9	(60,68,76)	14	(59,60,61)	2	(5,5,5)	16	(41,41,41)	11	(15,15,15)	6	(77,84,91)	18	(44,45,46)
3	(9,9,9)	16	(40,40,40)	15	(18,20,22)	5	(36,39,42)	13	(72,83,94)	11	(27,28,29)	19	(90,94,98)	12	(68,68,68)	8	(19,19,19)	6	(22,25,28)	18	(12,13,14)	7	(59,63,67)	17	(62,69,76)	10	(17,17,17)	0	(67,74,81)	1	(82,95,108)	14	(90,91,92)	2	(87,89,91)	4	(14,16,18)	9	(33,35,37)
14	(69,69,69)	0	(80,80,80)	11	(19,20,21)	5	(91,99,107)	4	(22,23,24)	12	(8,8,8)	18	(41,43,45)	8	(33,34,35)	10	(31,35,39)	13	(82,83,84)	16	(36,41,46)	7	(5,5,5)	6	(77,86,95)	1	(15,16,17)	3	(26,29,32)	9	(81,92,103)	15	(42,44,46)	17	(52,54,56)	2	(19,21,23)	19	(81,81,81)
7	(82,82,82)	4	(84,97,110)	11	(5,5,5)	2	(36,36,36)	15	(37,40,43)	14	(52,58,64)	5	(8,8,8)	19	(56,59,62)	16	(71,78,85)	1	(17,18,19)	9	(29,32,35)	13	(32,34,36)	3	(62,66,70)	8	(25,25,25)	10	(9,10,11)	12	(35,36,37)	0	(83,88,93)	6	(44,50,56)	17	(82,82,82)	18	(31,35,39)
8	(63,74,85)	6	(38,42,46)	10	(81,86,91)	15	(20,22,24)	5	(36,39,42)	3	(42,45,48)	18	(25,26,27)	1	(61,63,65)	17	(64,65,66)	9	(69,70,71)	19	(32,33,34)	4	(35,39,43)	16	(71,74,77)	13	(66,75,84)	0	(8,8,8)	7	(24,26,28)	11	(22,25,28)	14	(13,13,13)	2	(65,72,79)	12	(96,98,100)
10	(22,25,28)	17	(43,46,49)	6	(54,61,68)	8	(72,74,76)	7	(35,40,45)	19	(25,25,25)	2	(41,42,43)	0	(5,5,5)	3	(2,2,2)	5	(63,65,67)	4	(1,1,1)	1	(77,77,77)	14	(13,13,13)	16	(38,42,46)	9	(30,31,32)	18	(41,45,49)	12	(7,7,7)	11	(18,20,22)	15	(81,95,109)	13	(65,75,85)
7	(47,50,53)	0	(71,78,85)	14	(68,72,76)	9	(48,53,58)	1	(66,67,68)	6	(43,46,49)	11	(92,95,98)	10	(28,29,30)	2	(3,3,3)	17	(31,31,31)	15	(8,8,8)	5	(24,26,28)	19	(53,60,67)	8	(46,52,58)	18	(30,35,40)	12	(56,57,58)	4	(49,57,65)	13	(89,91,93)	16	(86,91,96)	3	(31,35,39)
18	(23,26,29)	15	(74,80,86)	16	(70,71,72)	10	(62,64,66)	12	(50,57,64)	6	(42,43,44)	2	(63,72,81)	1	(97,99,101)	17	(86,87,88)	5	(69,81,93)	13	(14,15,16)	4	(20,23,26)	7	(72,73,74)	8	(7,7,7)	9	(68,70,72)	19	(87,98,109)	11	(66,66,66)	3	(44,47,50)	0	(9,10,11)	14	(63,73,83)
0	(20,20,20)	6	(51,55,59)	12	(79,87,95)	4	(10,10,10)	8	(16,16,16)	1	(55,59,63)	5	(88,91,94)	17	(72,82,92)	15	(53,53,53)	2	(60,67,74)	7	(58,60,62)	9	(31,34,37)	11	(67,78,89)	13	(63,66,69)	16	(90,98,106)	3	(36,39,42)	10	(14,14,14)	18	(61,65,69)	14	(50,52,54)	19	(50,54,58)
18	(3,3,3)	9	(25,26,27)	6	(8,8,8)	4	(38,42,46)	11	(69,70,71)	19	(17,17,17)	8	(52,56,60)	10	(28,31,34)	3	(27,29,31)	0	(78,88,98)	13	(54,60,66)	15	(77,81,85)	12	(22,23,24)	2	(23,23,23)	16	(39,43,47)	5	(25,29,33)	17	(73,74,75)	7	(25,29,33)	1	(29,30,31)	14	(57,63,69)
5	(62,67,72)	10	(59,66,73)	1	(79,88,97)	14	(73,78,83)	11	(69,79,89)	18	(34,37,40)	16	(6,6,6)	7	(33,35,37)	9	(61,61,61)	13	(3,3,3)	17	(62,67,72)	15	(46,51,56)	2	(60,64,68)	12	(68,69,70)	6	(59,65,71)	3	(87,90,93)	8	(91,95,99)	4	(11,11,11)	0	(27,28,29)	19	(46,50,54)
5	(52,54,56)	6	(49,52,55)	8	(15,16,17)	3	(38,39,40)	15	(52,56,60)	19	(45,51,57)	4	(46,49,52)	2	(66,70,74)	16	(51,59,67)	14	(66,66,66)	13	(50,57,64)	10	(71,74,77)	1	(78,86,94)	7	(71,83,95)	18	(82,82,82)	9	(57,65,73)	0	(38,40,42)	11	(88,89,90)	12	(46,53,60)	17	(3,3,3)
18	(65,68,71)	8	(43,44,45)	1	(54,62,70)	14	(24,25,26)	4	(65,69,73)	6	(42,48,54)	15	(59,68,77)	10	(60,70,80)	7	(61,61,61)	13	(51,51,51)	17	(68,74,80)	5	(23,24,25)	11	(52,54,56)	16	(63,69,75)	3	(62,69,76)	12	(31,33,35)	2	(61,61,61)	0	(17,18,19)	9	(32,36,40)	19	(71,78,85)
6	(6,7,8)	13	(25,26,27)	5	(77,79,81)	8	(56,65,74)	2	(16,16,16)	18	(3,3,3)	17	(65,71,77)	19	(55,62,69)	14	(41,42,43)	10	(42,44,46)	7	(69,73,77)	15	(77,79,81)	0	(9,9,9)	9	(57,61,65)	11	(56,63,70)	4	(12,12,12)	1	(41,47,53)	3	(62,67,72)	16	(34,34,34)	12	(5,5,5)
