30	20
19	(35,40,45)	18	(31,34,37)	14	(41,46,51)	10	(94,97,100)	13	(61,67,73)	5	(52,59,66)	3	(63,65,67)	11	(43,47,51)	8	(20,20,20)	7	(21,22,23)	16	(15,15,15)	0	(63,66,69)	6	(19,20,21)	4	(39,40,41)	2	(65,72,79)	12	(72,73,74)	9	(46,50,54)	15	(4,4,4)	17	(85,88,91)	1	(43,44,45)
5	(32,33,34)	18	(9,9,9)	6	(77,84,91)	9	(64,70,76)	17	(52,56,60)	12	(58,60,62)	3	(15,16,17)	14	(83,84,85)	15	(13,13,13)	0	(43,47,51)	19	(63,65,67)	4	(69,76,83)	2	(45,51,57)	1	(33,34,35)	10	(48,53,58)	8	(61,63,65)	16	(13,14,15)	11	(81,84,87)	13	(72,78,84)	7	(85,92,99)
2	(61,67,73)	0	(17,18,19)	5	(58,66,74)	18	(36,37,38)	19	(57,65,73)	9	(85,92,99)	7	(27,30,33)	10	(52,57,62)	11	(1,1,1)	4	(14,16,18)	8	(79,89,99)	15	(36,36,36)	17	(27,30,33)	1	(48,49,50)	14	(7,7,7)	6	(64,73,82)	12	(18,20,22)	13	(26,26,26)	16	(25,29,33)	3	(39,42,45)
10	(90,99,108)	12	(69,72,75)	4	(20,22,24)	8	(68,79,90)	13	(57,60,63)	17	(25,28,31)	2	(55,59,63)	19	(95,95,95)	15	(74,84,94)	16	(45,49,53)	3	(74,86,98)	0	(34,37,40)	6	(10,10,10)	5	(64,68,72)	1	(69,70,71)	11	(20,20,20)	18	(68,71,74)	14	(20,23,26)	7	(64,71,78)	9	(49,51,53)
1	(37,39,41)	16	(86,88,90)	19	(77,82,87)	0	(35,41,47)	17	(86,99,112)	15	(45,45,45)	2	(10,11,12)	9	(43,48,53)	3	(2,2,2)	6	(8,8,8)	10	(82,88,94)	18	(89,95,101)	7	(56,64,72)	14	(7,7,7)	13	(56,62,68)	8	(17,19,21)	12	(57,61,65)	11	(54,60,66)	4	(40,45,50)	5	(31,32,33)
2	(76,81,86)	14	(16,18,20)	9	(74,77,80)	16	(30,33,36)	3	(17,17,17)	0	(8,9,10)	4	(5,5,5)	12	(73,76,79)	13	(66,75,84)	19	(57,65,73)	17	(11,11,11)	15	(68,69,70)	8	(17,17,17)	18	(58,66,74)	11	(36,36,36)	7	(20,23,26)	6	(67,75,83)	1	(56,64,72)	5	(13,14,15)	10	(37,42,47)
17	(47,47,47)	8	(49,51,53)	19	(52,60,68)	7	(89,94,99)	4	(15,15,15)	18	(13,13,13)	12	(8,8,8)	13	(16,16,16)	3	(60,61,62)	11	(63,72,81)	6	(69,69,69)	9	(17,17,17)	1	(39,44,49)	5	(83,84,85)	10	(93,97,101)	15	(93,93,93)	0	(84,91,98)	14	(53,60,67)	2	(99,99,99)	16	(55,57,59)
13	(25,28,31)	2	(70,70,70)	6	(36,42,48)	14	(87,96,105)	18	(14,14,14)	7	(76,81,86)	8	(53,57,61)	0	(15,16,17)	16	(43,45,47)	1	(40,44,48)	3	(36,40,44)	10	(10,11,12)	19	(63,70,77)	4	(92,97,102)	12	(19,20,21)	11	(73,80,87)	5	(23,24,25)	15	(25,27,29)	17	(55,55,55)	9	(12,13,14)
15	(80,92,104)	19	(4,4,4)	11	(28,31,34)	0	(70,76,82)	4	(89,91,93)	10	(65,66,67)	7	(58,59,60)	1	(94,97,100)	8	(13,15,17)	6	(26,27,28)	9	(15,15,15)	18	(60,62,64)	14	(78,82,86)	13	(92,94,96)	3	(53,55,57)	12	(47,52,57)	2	(74,77,80)	5	(39,39,39)	16	(35,38,41)	17	(47,53,59)
17	(17,17,17)	8	(97,99,101)	4	(46,47,48)	10	(71,82,93)	12	(13,14,15)	0	(2,2,2)	11	(79,82,85)	9	(60,69,78)	7	(6,6,6)	16	(77,89,101)	18	(64,66,68)	19	(34,39,44)	1	(9,9,9)	13	(89,90,91)	3	(82,91,100)	6	(57,63,69)	2	(12,13,14)	14	(32,34,36)	15	(33,36,39)	5	(79,81,83)
8	(92,99,106)	1	(67,68,69)	11	(49,56,63)	19	(61,70,79)	16	(65,72,79)	5	(72,77,82)	17	(48,51,54)	7	(61,64,67)	2	(59,66,73)	15	(54,57,60)	12	(72,74,76)	0	(9,9,9)	9	(63,72,81)	3	(81,94,107)	13	(58,63,68)	6	(20,21,22)	4	(38,39,40)	10	(22,23,24)	14	(74,80,86)	18	(8,8,8)
16	(64,67,70)	13	(20,22,24)	0	(56,59,62)	1	(36,37,38)	10	(6,6,6)	15	(64,64,64)	14	(16,17,18)	8	(49,50,51)	17	(42,45,48)	18	(30,30,30)	19	(7,7,7)	2	(71,78,85)	4	(70,72,74)	12	(34,36,38)	7	(22,23,24)	6	(90,94,98)	9	(25,25,25)	11	(71,74,77)	3	(6,6,6)	5	(96,97,98)
7	(37,42,47)	6	(86,90,94)	4	(25,28,31)	17	(18,19,20)	15	(7,7,7)	14	(89,97,105)	19	(78,82,86)	8	(39,41,43)	10	(64,69,74)	0	(46,47,48)	3	(70,76,82)	12	(78,88,98)	16	(11,11,11)	5	(66,68,70)	13	(62,70,78)	9	(28,31,34)	18	(8,8,8)	2	(77,81,85)	1	(3,3,3)	11	(82,84,86)
9	(61,62,63)	1	(34,34,34)	4	(89,98,107)	11	(63,65,67)	17	(12,12,12)	16	(64,66,68)	12	(32,32,32)	14	(57,60,63)	6	(12,12,12)	2	(74,85,96)	15	(65,73,81)	5	(47,55,63)	10	(83,97,111)	0	(24,24,24)	8	(8,9,10)	13	(23,26,29)	18	(79,92,105)	3	(3,3,3)	7	(36,41,46)	19	(79,83,87)
12	(11,12,13)	3	(81,93,105)	14	(69,74,79)	10	(20,20,20)	0	(30,33,36)	4	(82,89,96)	11	(36,41,46)	5	(94,96,98)	15	(4,4,4)	9	(96,99,102)	2	(42,47,52)	6	(23,23,23)	8	(12,12,12)	13	(88,91,94)	18	(22,25,28)	17	(79,83,87)	1	(31,34,37)	16	(75,83,91)	7	(65,70,75)	19	(25,27,29)
13	(93,99,105)	8	(46,50,54)	4	(17,17,17)	6	(9,9,9)	3	(66,72,78)	7	(87,91,95)	19	(36,37,38)	2	(36,39,42)	5	(70,72,74)	9	(30,31,32)	18	(64,72,80)	11	(95,97,99)	10	(36,40,44)	16	(37,43,49)	0	(91,96,101)	1	(45,51,57)	14	(28,29,30)	12	(21,21,21)	17	(17,18,19)	15	(44,50,56)
10	(52,55,58)	0	(37,41,45)	1	(4,4,4)	13	(72,75,78)	12	(82,86,90)	11	(56,59,62)	5	(39,44,49)	8	(66,73,80)	19	(65,66,67)	2	(64,70,76)	3	(72,79,86)	7	(81,85,89)	4	(47,51,55)	6	(5,5,5)	17	(35,35,35)	9	(16,17,18)	15	(27,30,33)	16	(35,35,35)	14	(33,34,35)	18	(82,91,100)
16	(85,97,109)	19	(29,32,35)	13	(39,41,43)	3	(30,33,36)	15	(23,23,23)	1	(36,39,42)	8	(65,74,83)	14	(43,49,55)	12	(65,69,73)	2	(26,28,30)	5	(48,55,62)	17	(56,60,64)	0	(54,61,68)	9	(73,84,95)	11	(2,2,2)	10	(73,84,95)	18	(17,17,17)	4	(69,73,77)	6	(23,26,29)	7	(83,91,99)
11	(21,21,21)	4	(49,51,53)	8	(91,99,107)	13	(70,79,88)	5	(19,21,23)	3	(45,48,51)	18	(42,44,46)	1	(66,67,68)	17	(46,48,50)	14	(91,96,101)	12	(18,19,20)	9	(39,39,39)	6	(56,56,56)	19	(74,76,78)	10	(15,16,17)	2	(39,40,41)	0	(61,69,77)	7	(87,93,99)	15	(15,15,15)	16	(49,52,55)
16	(41,45,49)	11	(22,22,22)	14	(86,89,92)	8	(36,42,48)	19	(41,43,45)	5	(99,99,99)	17	(91,91,91)	12	(33,34,35)	3	(42,43,44)	15	(67,68,69)	13	(72,76,80)	18	(48,55,62)	9	(1,1,1)	6	(70,73,76)	1	(50,56,62)	0	(82,89,96)	7	(13,13,13)	10	(96,99,102)	4	(72,82,92)	2	(64,72,80)
