30	20
11	(47,53,59)	19	(14,14,14)	2	(69,77,85)	17	(91,92,93)	14	(30,32,34)	7	(46,47,48)	15	(81,93,105)	4	(39,41,43)	5	(6,6,6)	0	(69,71,73)	1	(61,69,77)	8	(69,70,71)	3	(89,96,103)	10	(10,11,12)	13	(36,39,42)	16	(10,10,10)	12	(15,15,15)	6	(35,39,43)	9	(92,98,104)	18	(26,29,32)
6	(25,25,25)	5	(76,80,84)	3	(38,38,38)	11	(40,44,48)	13	(72,78,84)	14	(34,39,44)	9	(29,29,29)	12	(37,40,43)	8	(5,5,5)	0	(44,47,50)	19	(56,61,66)	1	(44,47,50)	2	(63,63,63)	18	(77,80,83)	4	(40,46,52)	7	(76,76,76)	15	(15,15,15)	17	(54,54,54)	10	(19,21,23)	16	(23,25,27)
2	(53,53,53)	6	(96,99,102)	4	(44,44,44)	12	(51,54,57)	17	(84,89,94)	16	(69,75,81)	0	(25,26,27)	10	(55,58,61)	7	(30,30,30)	3	(15,17,19)	5	(3,3,3)	18	(17,17,17)	1	(13,14,15)	8	(1,1,1)	9	(57,60,63)	19	(49,49,49)	15	(72,76,80)	11	(82,83,84)	14	(9,9,9)	13	(29,32,35)
9	(20,22,24)	5	(10,10,10)	1	(93,94,95)	7	(54,54,54)	11	(84,91,98)	0	(85,99,113)	8	(90,91,92)	12	(8,8,8)	2	(39,39,39)	19	(52,59,66)	10	(3,3,3)	6	(50,55,60)	4	(27,29,31)	15	(35,37,39)	13	(6,6,6)	18	(64,64,64)	14	(75,81,87)	16	(80,84,88)	3	(29,29,29)	17	(83,95,107)
14	(66,72,78)	11	(63,67,71)	5	(25,29,33)	10	(52,57,62)	4	(9,9,9)	3	(35,40,45)	1	(68,78,88)	13	(97,99,101)	7	(50,53,56)	15	(66,66,66)	2	(81,85,89)	17	(28,31,34)	0	(37,42,47)	19	(73,83,93)	18	(44,46,48)	8	(25,27,29)	9	(43,47,51)	6	(60,60,60)	16	(59,67,75)	12	(44,47,50)
2	(39,45,51)	12	(44,44,44)	5	(72,83,94)	13	(8,8,8)	17	(60,60,60)	4	(2,2,2)	14	(9,10,11)	7	(3,3,3)	6	(28,29,30)	11	(9,9,9)	19	(36,37,38)	0	(27,29,31)	16	(21,22,23)	10	(90,97,104)	15	(6,6,6)	3	(37,41,45)	9	(78,81,84)	18	(66,74,82)	1	(54,62,70)	8	(90,95,100)
5	(79,92,105)	4	(35,37,39)	2	(30,32,34)	15	(25,28,31)	10	(26,29,32)	3	(56,62,68)	14	(87,93,99)	7	(26,30,34)	19	(85,92,99)	0	(41,45,49)	11	(33,35,37)	17	(69,77,85)	8	(41,46,51)	12	(43,47,51)	16	(44,46,48)	9	(72,81,90)	1	(40,43,46)	13	(43,43,43)	6	(28,30,32)	18	(18,18,18)
4	(45,49,53)	9	(82,86,90)	13	(19,20,21)	5	(80,90,100)	8	(4,4,4)	6	(42,44,46)	7	(70,72,74)	17	(22,22,22)	0	(83,90,97)	12	(1,1,1)	1	(30,30,30)	3	(70,71,72)	16	(74,77,80)	15	(55,62,69)	19	(45,48,51)	10	(24,25,26)	2	(88,89,90)	11	(6,6,6)	18	(91,95,99)	14	(39,44,49)
14	(55,62,69)	3	(63,63,63)	16	(89,92,95)	10	(15,16,17)	6	(18,20,22)	2	(68,69,70)	5	(59,65,71)	0	(79,81,83)	13	(19,21,23)	12	(50,54,58)	9	(94,97,100)	7	(77,79,81)	8	(37,37,37)	19	(94,97,100)	18	(81,93,105)	1	(55,55,55)	17	(62,70,78)	15	(57,60,63)	11	(35,36,37)	4	(52,57,62)
17	(75,76,77)	13	(50,54,58)	16	(74,76,78)	15	(32,36,40)	5	(83,93,103)	4	(61,67,73)	3	(33,35,37)	11	(37,37,37)	0	(41,44,47)	7	(80,88,96)	10	(3,3,3)	2	(19,22,25)	12	(65,73,81)	14	(59,65,71)	1	(25,26,27)	8	(3,3,3)	19	(91,99,107)	18	(73,78,83)	9	(36,38,40)	6	(29,30,31)
2	(73,77,81)	9	(75,82,89)	17	(64,66,68)	4	(73,75,77)	7	(81,95,109)	5	(66,72,78)	0	(75,76,77)	18	(45,52,59)	19	(65,72,79)	13	(4,4,4)	11	(65,70,75)	1	(74,76,78)	8	(55,61,67)	15	(88,88,88)	16	(34,39,44)	12	(35,36,37)	10	(80,88,96)	6	(68,69,70)	14	(52,58,64)	3	(13,14,15)
12	(64,65,66)	4	(8,8,8)	18	(83,90,97)	1	(57,57,57)	19	(66,73,80)	5	(2,2,2)	14	(56,62,68)	8	(47,48,49)	0	(74,76,78)	10	(75,87,99)	15	(47,53,59)	6	(21,23,25)	17	(69,76,83)	2	(73,74,75)	11	(86,99,112)	16	(34,34,34)	3	(66,71,76)	13	(24,27,30)	9	(76,87,98)	7	(44,46,48)
13	(66,76,86)	6	(54,54,54)	11	(66,75,84)	5	(69,69,69)	17	(40,44,48)	16	(26,26,26)	19	(61,63,65)	10	(70,75,80)	0	(70,78,86)	4	(76,78,80)	3	(35,39,43)	1	(7,7,7)	9	(71,73,75)	18	(26,27,28)	2	(51,55,59)	14	(20,23,26)	7	(50,55,60)	8	(29,29,29)	15	(56,56,56)	12	(34,36,38)
14	(16,17,18)	9	(42,42,42)	13	(50,56,62)	11	(81,84,87)	2	(41,44,47)	5	(73,74,75)	6	(57,62,67)	17	(52,55,58)	8	(50,55,60)	4	(31,31,31)	12	(70,71,72)	0	(11,11,11)	15	(15,16,17)	1	(26,29,32)	18	(44,50,56)	19	(67,72,77)	3	(62,64,66)	7	(39,42,45)	16	(25,28,31)	10	(67,70,73)
9	(69,76,83)	18	(55,56,57)	6	(70,78,86)	8	(2,2,2)	1	(6,6,6)	4	(62,71,80)	16	(19,19,19)	7	(64,69,74)	12	(27,30,33)	10	(79,87,95)	13	(50,57,64)	17	(32,33,34)	5	(84,87,90)	2	(65,68,71)	0	(21,24,27)	11	(29,31,33)	19	(54,56,58)	15	(5,5,5)	14	(18,19,20)	3	(73,82,91)
2	(55,64,73)	19	(31,36,41)	15	(17,19,21)	8	(79,90,101)	14	(64,65,66)	3	(79,80,81)	4	(25,26,27)	1	(2,2,2)	6	(46,52,58)	11	(72,72,72)	17	(17,17,17)	12	(27,29,31)	13	(58,60,62)	5	(14,16,18)	9	(6,6,6)	16	(81,91,101)	18	(73,79,85)	7	(37,43,49)	10	(89,99,109)	0	(24,26,28)
19	(79,82,85)	1	(71,80,89)	17	(53,60,67)	6	(93,93,93)	13	(53,54,55)	2	(23,24,25)	12	(79,87,95)	8	(58,63,68)	0	(52,59,66)	9	(85,85,85)	11	(13,13,13)	3	(29,32,35)	10	(84,93,102)	4	(33,33,33)	15	(15,15,15)	7	(42,48,54)	16	(63,72,81)	18	(21,23,25)	5	(97,97,97)	14	(73,76,79)
17	(58,61,64)	14	(6,6,6)	6	(85,87,89)	5	(72,74,76)	18	(61,67,73)	16	(40,44,48)	13	(60,63,66)	0	(12,12,12)	19	(73,81,89)	9	(60,61,62)	2	(24,26,28)	7	(21,23,25)	10	(66,76,86)	8	(83,93,103)	4	(88,97,106)	1	(73,75,77)	12	(73,76,79)	15	(41,46,51)	3	(65,66,67)	11	(53,54,55)
19	(70,77,84)	7	(6,6,6)	8	(55,62,69)	0	(20,22,24)	4	(70,81,92)	3	(40,44,48)	18	(28,28,28)	9	(88,97,106)	5	(16,16,16)	2	(7,7,7)	12	(34,34,34)	11	(3,3,3)	13	(93,93,93)	17	(12,12,12)	15	(32,35,38)	6	(77,88,99)	14	(9,9,9)	10	(88,93,98)	1	(75,87,99)	16	(50,51,52)
